,Bayern Munich scored,Bayern Munich received,Dortmund scored,Dortmund received,Schalke 04 scored,Schalke 04 received,FC Koln scored,FC Koln received,Leverkusen scored,Leverkusen received,Wolfsburg scored,Wolfsburg received,Ingolstadt scored,Ingolstadt received,Hertha scored,Hertha received,Hannover scored,Hannover received,Darmstadt scored,Darmstadt received,Hoffenheim scored,Hoffenheim received,Ein Frankfurt scored,Ein Frankfurt received,Mainz scored,Mainz received,Augsburg scored,Augsburg received,Stuttgart scored,Stuttgart received,Werder Bremen scored,Werder Bremen received,M'gladbach scored,M'gladbach received,Hamburg scored,Hamburg received
0,5.0,0.0,4.0,0.0,3.0,0.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,4.0,0.0,5.0
1,3.5,0.5,4.0,0.0,2.0,0.5,2.0,1.0,1.5,0.5,1.5,1.0,0.5,2.0,1.0,0.5,1.0,1.5,1.5,1.5,1.0,2.0,1.0,1.5,1.0,1.0,0.5,1.0,1.5,3.0,0.5,2.0,0.5,3.0,1.5,3.5
2,3.3333333333333335,0.3333333333333333,3.6666666666666665,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,1.0,1.0,1.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,2.0,1.0,1.0,0.6666666666666666,1.3333333333333333,2.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.0,1.3333333333333333,3.3333333333333335,1.0,1.6666666666666667,0.6666666666666666,2.6666666666666665,1.3333333333333333,3.0
3,2.3333333333333335,0.6666666666666666,3.6666666666666665,1.0,1.0,1.6666666666666667,1.6666666666666667,2.6666666666666665,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.6666666666666665,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.6666666666666667,3.6666666666666665,1.3333333333333333,2.0,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,3.0,2.0,1.0,0.6666666666666666,2.3333333333333335,2.3333333333333335,1.3333333333333333
4,2.6666666666666665,0.3333333333333333,3.3333333333333335,1.0,1.0,1.3333333333333333,1.6666666666666667,2.3333333333333335,0.0,2.3333333333333335,1.6666666666666667,0.0,0.6666666666666666,0.0,1.0,2.0,0.6666666666666666,3.0,0.3333333333333333,1.0,0.6666666666666666,2.0,3.3333333333333335,1.0,2.3333333333333335,1.0,1.0,1.0,0.6666666666666666,2.3333333333333335,1.6666666666666667,1.0,0.3333333333333333,2.0,1.3333333333333333,0.6666666666666666
5,3.3333333333333335,0.6666666666666666,2.6666666666666665,1.0,1.6666666666666667,0.3333333333333333,1.0,2.6666666666666665,0.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,1.0,3.0,1.0,1.3333333333333333,1.0,2.3333333333333335,2.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,0.0
6,3.6666666666666665,0.3333333333333333,2.0,1.0,1.3333333333333333,0.0,0.6666666666666666,1.0,1.3333333333333333,1.0,1.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,2.0,1.3333333333333333,2.0,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.0,1.0,1.6666666666666667,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.6666666666666667,0.3333333333333333,2.0,2.3333333333333335,1.3333333333333333,0.3333333333333333,0.3333333333333333
7,4.333333333333333,0.6666666666666666,1.3333333333333333,2.6666666666666665,1.0,1.0,1.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,2.6666666666666665,1.0,0.6666666666666666,2.0,0.3333333333333333,1.0,1.3333333333333333,2.0,2.0,2.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.0,2.0,1.3333333333333333,2.6666666666666665,2.0,2.0,0.3333333333333333,2.0,3.0,1.0,0.3333333333333333,1.3333333333333333
8,3.0,0.3333333333333333,1.6666666666666667,2.3333333333333335,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,0.6666666666666666,1.6666666666666667,1.0,1.0,0.3333333333333333,2.0,1.6666666666666667,2.3333333333333335,2.3333333333333335,0.6666666666666666,2.6666666666666665,1.0,2.3333333333333335,0.6666666666666666,2.0,1.3333333333333333,1.6666666666666667,0.0,1.6666666666666667,3.3333333333333335,0.6666666666666666,0.0,1.3333333333333333
9,3.3333333333333335,0.3333333333333333,2.6666666666666665,2.0,1.0,2.3333333333333335,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.0,2.6666666666666665,1.3333333333333333,2.3333333333333335,0.6666666666666666,2.6666666666666665,2.0,2.0,1.0,1.0,3.3333333333333335,0.6666666666666666,0.3333333333333333,1.0
