,Lyon scored,Lyon received,Auxerre scored,Auxerre received,Bordeaux scored,Bordeaux received,Grenoble scored,Grenoble received,Monaco scored,Monaco received,Lorient scored,Lorient received,Le Havre scored,Le Havre received,Valenciennes scored,Valenciennes received,Marseille scored,Marseille received,Rennes scored,Rennes received,Nancy scored,Nancy received,Lille scored,Lille received,Nantes scored,Nantes received,Sochaux scored,Sochaux received,Caen scored,Caen received,St Etienne scored,St Etienne received,Le Mans scored,Le Mans received,Nice scored,Nice received,Paris SG scored,Paris SG received,Toulouse scored,Toulouse received
0,3.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0
1,1.5,0.0,1.0,2.5,1.0,1.0,1.5,0.5,1.0,0.5,0.5,0.0,1.0,1.0,1.0,1.5,4.0,2.0,2.0,2.5,0.5,1.0,0.5,1.5,1.0,1.5,1.0,2.0,2.0,1.5,1.0,1.0,1.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0
2,1.6666666666666667,0.0,0.6666666666666666,2.0,1.3333333333333333,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,3.0,1.3333333333333333,2.0,2.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333
3,1.0,0.0,0.6666666666666666,1.6666666666666667,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.0,2.3333333333333335,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,1.3333333333333333,2.0,0.6666666666666666,2.3333333333333335,1.0,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,1.0,2.6666666666666665,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333
4,2.0,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.3333333333333333,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.3333333333333333,2.3333333333333335,1.0,1.3333333333333333,1.0,0.6666666666666666,0.0,1.3333333333333333,2.0,1.0,1.6666666666666667,1.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333
5,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,2.0,1.3333333333333333,1.0,1.6666666666666667,1.0,1.6666666666666667,1.0,0.6666666666666666,0.3333333333333333,1.0,2.3333333333333335,1.6666666666666667,2.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.6666666666666666
6,2.0,1.0,2.0,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,2.0,1.0,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,2.0,0.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666
7,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,1.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,2.0,0.0,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,0.0,0.6666666666666666,1.0,2.0,0.6666666666666666,1.0,1.0,1.0,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,0.3333333333333333
8,1.3333333333333333,2.0,1.0,0.3333333333333333,1.6666666666666667,1.0,1.0,1.0,0.3333333333333333,2.0,1.3333333333333333,2.0,0.6666666666666666,2.0,0.3333333333333333,1.6666666666666667,2.0,1.0,1.3333333333333333,0.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,2.0,1.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,1.0,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666
9,0.6666666666666666,1.6666666666666667,0.0,0.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.0,2.3333333333333335,2.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.0,1.0,1.0,1.6666666666666667,2.0,0.6666666666666666,1.0,2.0,1.0,1.6666666666666667,1.3333333333333333,2.6666666666666665,1.6666666666666667,0.6666666666666666,0.6666666666666666
10,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,2.6666666666666665,1.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,3.0,1.3333333333333333,1.0,2.0,0.6666666666666666,1.6666666666666667,2.0,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.3333333333333333,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.6666666666666667,0.6666666666666666,0.6666666666666666
11,1.3333333333333333,0.0,0.6666666666666666,0.0,2.0,1.0,1.0,0.3333333333333333,2.0,1.0,2.6666666666666665,0.6666666666666666,1.3333333333333333,2.6666666666666665,0.3333333333333333,0.6666666666666666,2.0,2.0,1.0,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,2.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,3.0,0.6666666666666666,2.0,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333
12,1.6666666666666667,0.0,0.6666666666666666,0.6666666666666666,2.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,1.6666666666666667,1.0,1.0,2.3333333333333335,0.0,0.3333333333333333,2.3333333333333335,0.6666666666666666,1.3333333333333333,0.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.3333333333333335,0.3333333333333333,2.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666
13,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,1.0,0.3333333333333333,2.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,0.0,0.6666666666666666,2.6666666666666665,1.3333333333333333,2.0,0.3333333333333333,1.0,0.3333333333333333,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,3.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666
14,1.0,0.6666666666666666,0.3333333333333333,1.0,1.3333333333333333,1.0,0.0,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,1.0,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.6666666666666667,2.0,0.6666666666666666,1.0,0.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.3333333333333333,1.0,0.6666666666666666
15,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.0,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.0,1.0,2.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.6666666666666667,1.0,1.0,1.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333
