,Man United scored,Man United received,Huddersfield scored,Huddersfield received,Man City scored,Man City received,Tottenham scored,Tottenham received,Arsenal scored,Arsenal received,Burnley scored,Burnley received,Everton scored,Everton received,West Brom scored,West Brom received,Liverpool scored,Liverpool received,Watford scored,Watford received,Southampton scored,Southampton received,Swansea scored,Swansea received,Leicester scored,Leicester received,Chelsea scored,Chelsea received,Bournemouth scored,Bournemouth received,Stoke scored,Stoke received,Brighton scored,Brighton received,Newcastle scored,Newcastle received,Crystal Palace scored,Crystal Palace received,West Ham scored,West Ham received
0,4.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,4.0,3.0,3.0,2.0,1.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,4.0
1,4.0,0.0,2.0,0.0,1.5,0.5,1.5,1.0,2.0,2.0,1.5,1.5,1.0,0.5,1.0,0.0,2.0,1.5,2.5,1.5,1.5,1.0,0.0,2.0,2.5,2.0,2.0,2.0,0.0,1.5,0.5,0.5,0.0,2.0,0.0,1.5,0.0,2.0,1.0,3.5
2,3.3333333333333335,0.0,1.3333333333333333,0.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,2.6666666666666665,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,1.0,0.3333333333333333,2.6666666666666665,1.0,1.6666666666666667,1.0,1.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666667,2.0,2.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.0,1.3333333333333333,1.0,1.0,0.0,2.0,0.6666666666666666,3.3333333333333335
3,2.6666666666666665,0.6666666666666666,0.3333333333333333,0.6666666666666666,2.6666666666666665,0.6666666666666666,1.6666666666666667,1.0,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.3333333333333333,2.0,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.0,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333,2.0,0.6666666666666666,0.3333333333333333,2.3333333333333335,1.3333333333333333,1.0,1.0,1.0,1.3333333333333333,0.3333333333333333,0.0,1.3333333333333333,1.3333333333333333,2.0
4,2.6666666666666665,0.6666666666666666,0.3333333333333333,1.0,4.333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,1.0,0.6666666666666666,0.0,3.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,2.0,0.6666666666666666,2.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.0,2.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,2.0,0.3333333333333333,0.0,1.3333333333333333,0.6666666666666666,1.0
5,2.3333333333333335,0.6666666666666666,0.3333333333333333,1.0,5.333333333333333,0.0,2.0,0.6666666666666666,1.6666666666666667,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,2.6666666666666665,0.3333333333333333,1.6666666666666667,1.3333333333333333,2.6666666666666665,1.3333333333333333,2.3333333333333335,0.3333333333333333,1.0,0.3333333333333333,1.0,1.3333333333333333,2.0,2.0,0.3333333333333333,1.0,2.0,1.0,2.6666666666666665,1.6666666666666667,1.0,1.0,0.6666666666666666,0.0,2.3333333333333335,1.3333333333333333,1.0
6,3.0,0.0,0.3333333333333333,1.6666666666666667,4.0,0.0,2.3333333333333335,0.6666666666666666,1.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,3.0,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,1.0,1.0,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.0,1.0,0.0,3.3333333333333335,1.0,1.0
7,1.6666666666666667,0.0,0.0,2.0,4.333333333333333,0.6666666666666666,2.6666666666666665,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,1.6666666666666667,1.3333333333333333,1.0,2.0,1.3333333333333333,1.0,1.6666666666666667,1.0,1.0,1.0,1.3333333333333333,1.6666666666666667,1.0,0.3333333333333333,1.0,1.3333333333333333,4.0,0.6666666666666666,1.0,1.0,1.3333333333333333,0.6666666666666666,3.3333333333333335,1.3333333333333333,1.3333333333333333
8,1.6666666666666667,0.6666666666666666,0.6666666666666666,2.3333333333333335,3.6666666666666665,0.6666666666666666,3.0,0.3333333333333333,2.6666666666666665,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,2.3333333333333335,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,2.0,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.0,1.0,1.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.6666666666666667,3.3333333333333335,1.3333333333333333,1.0,1.3333333333333333,1.0,0.6666666666666666,2.0,0.6666666666666666,1.3333333333333333
9,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.0,4.333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.6666666666666665,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,2.6666666666666665,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.0,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,3.0,1.6666666666666667,0.6666666666666666,1.0,1.0,1.3333333333333333,1.3333333333333333,1.0,2.0
