,Twente scored,Twente received,Nijmegen scored,Nijmegen received,Waalwijk scored,Waalwijk received,Feyenoord scored,Feyenoord received,Den Haag scored,Den Haag received,Ajax scored,Ajax received,AZ Alkmaar scored,AZ Alkmaar received,Vitesse scored,Vitesse received,Heracles scored,Heracles received,NAC Breda scored,NAC Breda received,Zwolle scored,Zwolle received,Roda scored,Roda received,VVV Venlo scored,VVV Venlo received,Willem II scored,Willem II received,PSV Eindhoven scored,PSV Eindhoven received,Utrecht scored,Utrecht received,Heerenveen scored,Heerenveen received,Groningen scored,Groningen received
0,4.0,1.0,2.0,0.0,3.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,2.0,1.0,4.0
1,2.5,0.5,1.5,3.0,2.5,2.0,1.0,0.5,2.0,2.0,4.0,1.5,2.5,1.5,1.5,1.0,1.0,2.0,0.5,1.0,0.5,1.0,0.5,3.0,1.0,2.0,1.0,1.0,3.5,1.5,1.5,1.0,0.5,1.5,1.0,2.5
2,2.6666666666666665,0.6666666666666666,1.3333333333333333,3.0,2.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.6666666666666665,2.0,4.333333333333333,1.0,1.6666666666666667,1.0,1.6666666666666667,0.6666666666666666,1.0,2.0,0.3333333333333333,2.3333333333333335,0.6666666666666666,1.0,0.3333333333333333,2.3333333333333335,1.3333333333333333,2.6666666666666665,0.6666666666666666,1.3333333333333333,3.3333333333333335,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,1.0,1.0,2.6666666666666665
3,1.6666666666666667,0.3333333333333333,2.0,3.0,1.3333333333333333,1.0,1.0,1.0,2.0,1.6666666666666667,4.333333333333333,1.0,1.3333333333333333,2.0,1.3333333333333333,0.0,1.0,2.0,0.3333333333333333,2.3333333333333335,0.3333333333333333,2.0,1.0,2.0,1.0,2.6666666666666665,0.3333333333333333,2.0,4.333333333333333,0.6666666666666666,1.6666666666666667,1.0,1.0,1.0,1.0,1.3333333333333333
4,3.3333333333333335,1.0,2.3333333333333335,1.6666666666666667,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.3333333333333333,3.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.0,0.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.6666666666666665,0.3333333333333333,2.3333333333333335,1.0,1.6666666666666667,1.3333333333333333,2.3333333333333335,0.6666666666666666,3.6666666666666665,2.6666666666666665,1.0,1.0,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666,2.0
5,2.6666666666666665,0.6666666666666666,2.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,1.0,2.0,2.3333333333333335,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,2.6666666666666665,1.0,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,3.0,2.6666666666666665,0.6666666666666666,1.0,0.3333333333333333,1.0,2.0,1.0,1.3333333333333333
6,2.3333333333333335,1.0,1.0,2.3333333333333335,1.3333333333333333,2.0,2.3333333333333335,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.3333333333333333,0.3333333333333333,2.6666666666666665,1.6666666666666667,2.0,0.6666666666666666,2.0,1.6666666666666667,1.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.6666666666666666,2.6666666666666665,1.0,3.0,0.6666666666666666,2.3333333333333335,3.0,0.3333333333333333,1.0,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,2.0
7,1.3333333333333333,0.3333333333333333,0.6666666666666666,2.0,1.3333333333333333,1.6666666666666667,2.3333333333333335,2.0,1.6666666666666667,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333,2.6666666666666665,2.0,1.6666666666666667,2.3333333333333335,1.3333333333333333,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.3333333333333333,3.3333333333333335,0.3333333333333333,0.3333333333333333,4.333333333333333,0.0,1.0,1.0,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.6666666666666667
8,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.0,1.3333333333333333,2.0,3.3333333333333335,1.6666666666666667,1.6666666666666667,2.0,1.6666666666666667,1.3333333333333333,1.0,2.6666666666666665,2.6666666666666665,1.3333333333333333,3.0,2.0,0.0,3.0,1.0,1.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,4.0,1.0,1.3333333333333333,4.333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.6666666666666665,1.0,1.6666666666666667,2.3333333333333335
9,1.6666666666666667,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,2.3333333333333335,2.0,1.3333333333333333,1.0,2.0,2.0,0.6666666666666666,2.0,2.3333333333333335,1.6666666666666667,4.0,2.0,1.3333333333333333,2.6666666666666665,1.0,2.0,1.3333333333333333,0.3333333333333333,1.0,3.3333333333333335,1.0,1.6666666666666667,3.0,1.0,1.3333333333333333,0.6666666666666666,3.0,3.0,0.6666666666666666,2.0
10,1.6666666666666667,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.3333333333333335,1.0,0.6666666666666666,1.6666666666666667,2.3333333333333335,1.0,1.6666666666666667,2.0,0.6666666666666666,3.0,3.3333333333333335,2.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.3333333333333333,1.6666666666666667,2.6666666666666665,1.0,3.3333333333333335,3.0,1.0,2.6666666666666665,0.6666666666666666,2.6666666666666665,2.3333333333333335,0.3333333333333333,2.0
11,1.3333333333333333,0.0,1.6666666666666667,1.0,1.6666666666666667,1.0,2.3333333333333335,2.3333333333333335,1.3333333333333333,0.6666666666666666,2.0,2.0,1.6666666666666667,1.6666666666666667,1.0,0.6666666666666666,2.6666666666666665,3.3333333333333335,2.0,1.0,1.3333333333333333,2.6666666666666665,0.6666666666666666,1.6666666666666667,2.3333333333333335,2.0,0.6666666666666666,3.6666666666666665,3.6666666666666665,0.6666666666666666,2.0,1.6666666666666667,2.0,4.0,0.6666666666666666,1.0
12,1.3333333333333333,0.3333333333333333,2.0,2.3333333333333335,2.3333333333333335,0.6666666666666666,2.6666666666666665,1.6666666666666667,1.0,2.6666666666666665,2.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.0,0.3333333333333333,2.3333333333333335,2.6666666666666665,0.6666666666666666,1.3333333333333333,1.6666666666666667,2.0,1.0,3.3333333333333335,2.0,1.3333333333333333,0.6666666666666666,4.0,5.0,0.6666666666666666,2.0,2.0,1.0,2.6666666666666665,1.0,1.0
13,1.0,1.0,2.0,2.0,2.3333333333333335,0.3333333333333333,3.3333333333333335,0.6666666666666666,2.0,2.6666666666666665,2.6666666666666665,1.0,1.0,1.6666666666666667,2.0,0.6666666666666666,3.0,2.0,0.0,2.0,2.0,2.0,1.3333333333333333,4.0,1.6666666666666667,1.3333333333333333,1.0,3.0,4.0,1.3333333333333333,0.3333333333333333,2.3333333333333335,0.6666666666666666,2.6666666666666665,1.0,0.6666666666666666
14,1.6666666666666667,1.0,1.3333333333333333,1.6666666666666667,1.0,1.0,2.3333333333333335,0.0,1.3333333333333333,2.6666666666666665,2.3333333333333335,0.6666666666666666,0.6666666666666666,1.6666666666666667,3.0,0.6666666666666666,2.3333333333333335,1.6666666666666667,0.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,3.3333333333333335,0.3333333333333333,1.0,1.6666666666666667,2.0,2.6666666666666665,2.0,1.0,1.3333333333333333,0.6666666666666666,2.0,1.3333333333333333,0.6666666666666666
15,1.3333333333333333,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,0.6666666666666666,1.3333333333333333,1.0,2.3333333333333335,0.6666666666666666,0.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,1.0,1.6666666666666667,1.0,2.0,1.0,1.0,1.6666666666666667,3.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,1.6666666666666667,1.6666666666666667,1.0,1.3333333333333333,2.0,2.6666666666666665,1.0,1.0
16,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.6666666666666667,1.0,2.0,1.0,1.0,0.6666666666666666,1.0,1.3333333333333333,2.3333333333333335,1.0,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.0,1.0,2.0,3.3333333333333335,0.6666666666666666,0.6666666666666666
17,2.0,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.0,2.6666666666666665,1.0,1.3333333333333333,2.6666666666666665,2.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.3333333333333333,3.3333333333333335,0.6666666666666666,1.3333333333333333,0.6666666666666666,2.3333333333333335,2.6666666666666665,0.3333333333333333,1.3333333333333333
18,2.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.6666666666666667,2.0,1.6666666666666667,1.3333333333333333,2.3333333333333335,0.6666666666666666,2.0,1.6666666666666667,1.3333333333333333,2.6666666666666665,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.0,1.6666666666666667,1.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.0,1.6666666666666667,2.6666666666666665,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,1.3333333333333333
19,1.0,0.0,0.6666666666666666,1.6666666666666667,0.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,1.0,2.6666666666666665,1.6666666666666667,1.6666666666666667,2.6666666666666665,1.0,2.0,2.0,2.0,1.6666666666666667,1.0,2.6666666666666665,1.3333333333333333,1.0,3.0,0.6666666666666666,1.3333333333333333,4.0,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.0,1.0,0.6666666666666666,2.0
20,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,1.6666666666666667,1.0,1.3333333333333333,1.0,3.3333333333333335,2.6666666666666665,1.0,2.6666666666666665,1.0,1.6666666666666667,2.6666666666666665,1.6666666666666667,2.6666666666666665,2.6666666666666665,0.0,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.6666666666666667,0.3333333333333333,2.6666666666666665,1.0,2.3333333333333335,4.333333333333333,1.3333333333333333,3.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333
21,1.0,1.6666666666666667,2.3333333333333335,0.6666666666666666,0.3333333333333333,2.3333333333333335,2.0,0.6666666666666666,1.3333333333333333,3.3333333333333335,2.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.0,2.0,2.6666666666666665,3.0,2.6666666666666665,0.6666666666666666,0.6666666666666666,1.6666666666666667,2.0,2.0,1.0,3.0,1.0,3.3333333333333335,4.666666666666667,1.0,2.3333333333333335,2.0,1.3333333333333333,1.0,1.3333333333333333,1.0
22,1.3333333333333333,2.0,2.0,1.0,0.3333333333333333,1.6666666666666667,2.6666666666666665,1.6666666666666667,1.3333333333333333,3.0,2.0,0.3333333333333333,1.0,2.0,1.6666666666666667,1.3333333333333333,2.6666666666666665,1.6666666666666667,1.6666666666666667,1.0,1.3333333333333333,2.0,2.0,2.0,1.3333333333333333,2.0,1.0,2.6666666666666665,3.6666666666666665,1.0,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.0,1.0
23,1.0,1.3333333333333333,2.3333333333333335,1.3333333333333333,0.3333333333333333,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,1.0,2.0,3.0,1.6666666666666667,2.6666666666666665,2.3333333333333335,1.0,1.0,1.3333333333333333,1.3333333333333333,1.0,2.3333333333333335,1.6666666666666667,1.0,1.3333333333333333,2.6666666666666665,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,1.0
24,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.3333333333333333,2.0,1.0,1.6666666666666667,0.3333333333333333,1.0,1.6666666666666667,3.0,1.0,1.6666666666666667,3.0,1.0,1.0,1.6666666666666667,1.0,2.0,2.3333333333333335,1.0,1.0,1.0,2.0,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.0
25,0.3333333333333333,1.6666666666666667,1.0,2.0,0.6666666666666666,1.0,2.0,0.3333333333333333,1.6666666666666667,1.0,2.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,2.6666666666666665,1.0,1.6666666666666667,2.6666666666666665,1.0,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.0,0.3333333333333333,1.0,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.0,1.0,1.0,1.6666666666666667
26,1.0,1.0,0.3333333333333333,2.3333333333333335,0.6666666666666666,1.3333333333333333,2.0,0.3333333333333333,1.3333333333333333,2.0,2.6666666666666665,0.6666666666666666,1.3333333333333333,2.0,2.3333333333333335,0.0,1.3333333333333333,1.0,2.0,1.0,1.6666666666666667,1.6666666666666667,2.0,1.6666666666666667,0.0,1.6666666666666667,0.3333333333333333,2.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.0,0.6666666666666666,2.6666666666666665
27,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.6666666666666665,1.3333333333333333,1.0,1.0,1.0,0.3333333333333333,3.0,3.3333333333333335,1.0,1.6666666666666667,1.6666666666666667,2.3333333333333335,0.3333333333333333,1.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.3333333333333333,2.0,0.3333333333333333,1.6666666666666667,0.6666666666666666,2.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,2.3333333333333335,0.6666666666666666,1.0,1.6666666666666667
28,2.0,0.3333333333333333,1.0,2.6666666666666665,1.6666666666666667,1.0,1.0,1.0,0.0,3.0,3.6666666666666665,1.0,1.6666666666666667,1.6666666666666667,3.0,0.3333333333333333,1.0,2.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.3333333333333335,0.3333333333333333,1.6666666666666667,0.6666666666666666,3.0,2.3333333333333335,1.0,1.3333333333333333,1.0,2.0,1.3333333333333333,1.6666666666666667,1.6666666666666667
29,2.0,0.6666666666666666,0.6666666666666666,2.3333333333333335,2.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,2.6666666666666665,3.6666666666666665,1.0,3.0,0.6666666666666666,2.6666666666666665,1.3333333333333333,0.3333333333333333,2.6666666666666665,1.0,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,2.3333333333333335,0.3333333333333333,1.6666666666666667,1.3333333333333333,2.6666666666666665,2.3333333333333335,2.0,1.0,2.3333333333333335,2.0,1.6666666666666667,2.3333333333333335,0.6666666666666666
30,2.3333333333333335,1.0,0.6666666666666666,2.0,0.6666666666666666,2.0,1.3333333333333333,0.3333333333333333,0.6666666666666666,2.0,2.6666666666666665,1.0,2.6666666666666665,1.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,2.0,0.6666666666666666,2.0,2.0,0.6666666666666666,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.3333333333333335,2.6666666666666665,1.6666666666666667,1.3333333333333333,2.0,1.6666666666666667,2.0,2.3333333333333335,0.6666666666666666
31,3.3333333333333335,1.6666666666666667,1.0,3.3333333333333335,0.6666666666666666,2.6666666666666665,3.0,0.3333333333333333,1.0,2.0,2.0,1.0,3.6666666666666665,1.0,2.0,2.0,1.3333333333333333,2.6666666666666665,0.6666666666666666,1.6666666666666667,2.0,1.0,2.3333333333333335,2.0,1.0,1.6666666666666667,1.6666666666666667,2.3333333333333335,3.3333333333333335,2.0,1.6666666666666667,2.3333333333333335,1.3333333333333333,2.3333333333333335,2.0,2.0
32,2.6666666666666665,1.6666666666666667,1.6666666666666667,4.0,1.3333333333333333,3.0,2.6666666666666665,0.6666666666666666,1.3333333333333333,1.0,2.6666666666666665,0.3333333333333333,3.0,1.0,1.6666666666666667,2.0,1.6666666666666667,2.3333333333333335,1.6666666666666667,2.6666666666666665,1.3333333333333333,2.3333333333333335,2.3333333333333335,2.6666666666666665,1.0,1.0,1.0,3.0,4.0,1.6666666666666667,3.0,1.0,1.0,3.0,1.3333333333333333,2.0
33,3.0,1.3333333333333333,1.6666666666666667,3.6666666666666665,2.0,2.0,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.6666666666666667,3.0,0.0,2.6666666666666665,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.3333333333333333,3.3333333333333335,1.6666666666666667,2.0,1.6666666666666667,2.6666666666666665,2.3333333333333335,2.0,0.6666666666666666,0.3333333333333333,1.0,2.6666666666666665,3.3333333333333335,2.3333333333333335,3.0,1.0,0.6666666666666666,3.0,0.6666666666666666,2.3333333333333335
