,Genk scored,Genk received,Club Brugge scored,Club Brugge received,Anderlecht scored,Anderlecht received,Standard scored,Standard received,Oostende scored,Oostende received,Antwerp scored,Antwerp received,Waregem scored,Waregem received,Waasland-Beveren scored,Waasland-Beveren received,Cercle Brugge scored,Cercle Brugge received,St Truiden scored,St Truiden received,Gent scored,Gent received,Mouscron scored,Mouscron received,Charleroi scored,Charleroi received,Eupen scored,Eupen received,Kortrijk scored,Kortrijk received,Lokeren scored,Lokeren received
0,4.0,0.0,5.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,0.0,1.0,2.0,5.0,1.0,4.0,0.0,4.0
1,2.5,0.5,3.0,1.0,4.5,1.5,1.5,1.0,2.0,3.0,0.5,0.0,1.5,1.5,1.0,1.0,1.5,1.0,0.5,0.5,1.5,2.0,0.5,1.5,2.0,1.0,1.5,4.5,0.5,2.0,1.0,3.5
2,2.3333333333333335,0.3333333333333333,3.0,0.6666666666666666,3.6666666666666665,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,2.6666666666666665,0.6666666666666666,0.0,2.3333333333333335,1.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,4.333333333333333,0.3333333333333333,2.3333333333333335,1.0,2.6666666666666665
3,2.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,3.0,1.0,1.0,0.0,1.3333333333333333,2.6666666666666665,0.6666666666666666,0.3333333333333333,2.0,1.3333333333333333,1.0,2.0,2.0,1.0,1.3333333333333333,1.3333333333333333,2.6666666666666665,1.3333333333333333,0.0,1.3333333333333333,2.0,2.0,1.0,3.6666666666666665,0.3333333333333333,1.6666666666666667,1.0,2.3333333333333335
4,2.6666666666666665,1.0,2.0,0.6666666666666666,1.6666666666666667,1.0,2.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.0,0.3333333333333333,2.0,2.0,1.6666666666666667,3.0,1.0,0.6666666666666666,1.6666666666666667,2.0,3.0,1.3333333333333333,0.0,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.0,2.3333333333333335,1.0,1.6666666666666667,0.6666666666666666,2.0
5,3.0,2.0,2.6666666666666665,1.3333333333333333,1.3333333333333333,1.0,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.0,1.0,0.6666666666666666,1.3333333333333333,3.6666666666666665,1.3333333333333333,2.0,1.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.6666666666666665,1.0,0.3333333333333333,2.0,1.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,2.0,1.6666666666666667,0.6666666666666666,1.6666666666666667
6,2.3333333333333335,1.6666666666666667,3.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,2.3333333333333335,0.6666666666666666,1.3333333333333333,4.333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.0,1.0,0.6666666666666666,1.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333
7,3.0,1.6666666666666667,3.6666666666666665,1.0,1.0,1.0,0.6666666666666666,1.3333333333333333,1.0,1.0,2.0,1.3333333333333333,1.0,4.0,0.3333333333333333,0.6666666666666666,1.0,3.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666,1.0,1.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.6666666666666666
8,3.3333333333333335,0.6666666666666666,3.3333333333333335,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.6666666666666667,0.3333333333333333,3.6666666666666665,1.3333333333333333,0.3333333333333333,1.0,3.3333333333333335,1.3333333333333333,0.3333333333333333,1.0,2.6666666666666665,0.3333333333333333,1.0,1.0,0.6666666666666666,1.3333333333333333,1.0,1.0,1.3333333333333333,0.6666666666666666,1.3333333333333333
9,4.666666666666667,1.0,3.0,1.0,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.3333333333333333,2.6666666666666665,1.6666666666666667,0.6666666666666666,1.3333333333333333,3.3333333333333335,1.6666666666666667,0.3333333333333333,1.0,3.6666666666666665,0.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.0,1.3333333333333333,0.6666666666666666,1.6666666666666667
10,3.6666666666666665,0.6666666666666666,2.0,1.3333333333333333,2.0,1.0,2.0,0.6666666666666666,0.6666666666666666,2.6666666666666665,2.0,1.3333333333333333,1.0,3.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,3.0,1.3333333333333333,1.3333333333333333,2.3333333333333335,2.3333333333333335,0.3333333333333333,2.0,2.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.0,2.3333333333333335
11,2.6666666666666665,1.0,1.3333333333333333,2.0,2.3333333333333335,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.6666666666666667,2.3333333333333335,0.6666666666666666,1.0,1.6666666666666667,2.0,2.0,2.0,2.3333333333333335,2.0,1.0,1.6666666666666667,1.6666666666666667,2.0,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.0,0.6666666666666666,1.6666666666666667
12,2.3333333333333335,1.3333333333333333,2.3333333333333335,1.0,2.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.0,2.6666666666666665,1.6666666666666667,1.6666666666666667,2.3333333333333335,2.0,1.0,1.3333333333333333,1.0,2.3333333333333335,1.0,2.0,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.0,2.0,1.3333333333333333,0.6666666666666666,1.0
13,2.0,1.3333333333333333,2.3333333333333335,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.0,1.6666666666666667,1.0,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,1.6666666666666667,2.0,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,2.0,1.0,0.3333333333333333
14,1.6666666666666667,1.0,2.0,1.0,1.6666666666666667,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666,2.3333333333333335,2.0,1.3333333333333333,2.0,1.0,1.0,2.0,1.3333333333333333,1.0,2.0,1.0,1.3333333333333333,2.0,1.3333333333333333,1.0,1.3333333333333333,1.0,1.0,2.0,1.0,2.3333333333333335,1.0,1.0
15,0.6666666666666666,1.0,1.0,2.0,2.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,0.0,2.0,1.0,0.6666666666666666,2.0,2.0,0.6666666666666666,3.3333333333333335,1.3333333333333333,1.0,1.0,1.0,1.0,2.3333333333333335,1.6666666666666667,0.3333333333333333,3.0,1.0,2.0,1.3333333333333333,2.0
16,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,0.6666666666666666,1.6666666666666667,1.0,1.0,2.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,3.6666666666666665,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,3.0,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.0,1.0,1.3333333333333333,2.6666666666666665
