,Bayern Munich scored,Bayern Munich received,FC Koln scored,FC Koln received,Wolfsburg scored,Wolfsburg received,M'gladbach scored,M'gladbach received,Dortmund scored,Dortmund received,Hertha scored,Hertha received,Ein Frankfurt scored,Ein Frankfurt received,Hoffenheim scored,Hoffenheim received,RB Leipzig scored,RB Leipzig received,Ingolstadt scored,Ingolstadt received,Hamburg scored,Hamburg received,Mainz scored,Mainz received,Leverkusen scored,Leverkusen received,Freiburg scored,Freiburg received,Schalke 04 scored,Schalke 04 received,Augsburg scored,Augsburg received,Darmstadt scored,Darmstadt received,Werder Bremen scored,Werder Bremen received
0,6.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,6.0
1,4.0,0.0,1.0,0.0,1.0,0.0,1.5,2.0,1.0,1.0,2.0,0.5,0.5,0.5,3.0,3.0,1.5,1.0,0.5,1.5,1.0,2.0,2.5,3.0,2.0,1.5,2.0,1.5,0.0,1.5,1.0,1.5,0.5,1.0,0.5,4.0
2,3.6666666666666665,0.3333333333333333,1.6666666666666667,0.0,0.6666666666666666,0.0,2.3333333333333335,1.6666666666666667,2.6666666666666665,0.6666666666666666,2.0,0.3333333333333333,1.0,0.6666666666666666,2.0,2.0,2.3333333333333335,0.6666666666666666,0.6666666666666666,2.0,0.6666666666666666,2.6666666666666665,2.6666666666666665,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.0,0.0,1.6666666666666667,1.0,2.0,0.3333333333333333,2.6666666666666665,0.6666666666666666,4.0
3,2.6666666666666665,0.3333333333333333,2.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,2.0,1.6666666666666667,3.6666666666666665,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.0,0.3333333333333333,0.3333333333333333,2.3333333333333335,0.3333333333333333,2.6666666666666665,3.0,2.0,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,2.3333333333333335,1.0,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.0,2.6666666666666665
4,2.3333333333333335,0.3333333333333333,2.3333333333333335,0.6666666666666666,0.6666666666666666,2.3333333333333335,2.3333333333333335,0.6666666666666666,4.666666666666667,0.6666666666666666,1.6666666666666667,2.0,2.3333333333333335,1.3333333333333333,1.0,0.6666666666666666,2.0,0.6666666666666666,0.3333333333333333,2.3333333333333335,0.0,2.0,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.0,0.3333333333333333,2.6666666666666665,1.3333333333333333,2.3333333333333335
5,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,2.3333333333333335,1.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,1.6666666666666667,2.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,1.0,0.3333333333333333,2.0,0.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,1.0,2.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667
6,1.3333333333333333,1.0,1.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,1.6666666666666667,2.0,2.0,1.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,0.0,1.0,1.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,1.0,1.6666666666666667,2.0,1.0,1.0,1.0,1.0,1.6666666666666667,2.0,1.3333333333333333
7,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,2.0,1.3333333333333333,2.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.0,2.3333333333333335,0.6666666666666666,2.0,0.6666666666666666,1.6666666666666667,2.3333333333333335,0.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,1.0,2.6666666666666665,0.3333333333333333,1.0,1.6666666666666667,2.0,1.6666666666666667,1.6666666666666667,2.0
8,2.3333333333333335,1.0,2.0,1.0,0.6666666666666666,2.0,0.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,1.0,1.6666666666666667,0.6666666666666666,2.0,0.3333333333333333,2.0,0.3333333333333333,1.3333333333333333,2.3333333333333335,0.0,2.0,1.3333333333333333,1.3333333333333333,1.0,2.0,2.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,2.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.3333333333333335
9,2.0,0.6666666666666666,1.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,0.0,1.6666666666666667,2.6666666666666665,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.0,1.6666666666666667,0.3333333333333333,2.6666666666666665,0.6666666666666666,1.0,2.3333333333333335,0.6666666666666666,3.6666666666666665,1.0,2.0,1.6666666666666667,2.0,1.6666666666666667,1.6666666666666667,2.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.0,1.0,3.0
