,Lyon scored,Lyon received,Valenciennes scored,Valenciennes received,Marseille scored,Marseille received,Rennes scored,Rennes received,St Etienne scored,St Etienne received,Lille scored,Lille received,Bastia scored,Bastia received,Evian Thonon Gaillard scored,Evian Thonon Gaillard received,Sochaux scored,Sochaux received,Montpellier scored,Montpellier received,Paris SG scored,Paris SG received,Reims scored,Reims received,Ajaccio scored,Ajaccio received,Lorient scored,Lorient received,Bordeaux scored,Bordeaux received,Toulouse scored,Toulouse received,Nice scored,Nice received,Monaco scored,Monaco received,Guingamp scored,Guingamp received,Nantes scored,Nantes received
0,1.0,0.6666666666666666,2.0,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,2.3333333333333335,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.0,1.0,1.6666666666666667,,,,,,
1,2.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,2.0,2.3333333333333335,1.0,1.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,1.6666666666666667,1.0,1.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.6666666666666666,,,,,,
2,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,0.0,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,1.6666666666666667,1.0,2.3333333333333335,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,2.0,1.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,,,,,,
3,1.3333333333333333,1.3333333333333333,0.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.3333333333333335,1.6666666666666667,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.3333333333333333,1.0,2.0,0.6666666666666666,0.6666666666666666,1.0,0.0,1.3333333333333333
4,0.3333333333333333,1.0,0.3333333333333333,1.6666666666666667,1.0,1.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,2.0,1.6666666666666667,0.3333333333333333,1.0,1.3333333333333333,1.0,2.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,1.0,0.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666
5,1.3333333333333333,1.0,0.3333333333333333,2.6666666666666665,0.6666666666666666,1.0,0.6666666666666666,0.0,2.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,2.3333333333333335,1.6666666666666667,0.0,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.3333333333333333,2.6666666666666665,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0
6,1.3333333333333333,1.0,0.3333333333333333,2.6666666666666665,1.0,0.6666666666666666,0.6666666666666666,0.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.6666666666666667,2.3333333333333335,0.3333333333333333,2.6666666666666665,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,2.0,1.0,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,2.3333333333333335,1.0,1.3333333333333333,1.0
7,1.3333333333333333,1.0,0.0,2.3333333333333335,1.3333333333333333,0.3333333333333333,1.0,1.0,1.3333333333333333,2.0,1.6666666666666667,0.0,0.6666666666666666,1.6666666666666667,1.0,2.0,1.0,2.3333333333333335,1.0,1.0,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,1.0,2.0,1.3333333333333333,1.3333333333333333,1.0,1.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.0,1.0,2.0,1.3333333333333333
8,0.6666666666666666,2.3333333333333335,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,2.0,2.0,0.0,2.0,2.0,0.3333333333333333,2.3333333333333335,1.3333333333333333,3.0,2.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,0.3333333333333333,2.3333333333333335,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,2.0,0.6666666666666666,2.3333333333333335,0.6666666666666666,2.6666666666666665,0.3333333333333333
9,0.6666666666666666,2.0,1.0,1.6666666666666667,1.0,1.0,1.0,2.3333333333333335,2.0,2.0,1.3333333333333333,0.0,2.0,2.3333333333333335,0.6666666666666666,2.0,1.6666666666666667,2.0,2.0,1.0,2.6666666666666665,0.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.0,3.0,2.0,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.3333333333333335,0.3333333333333333
