,Lazio scored,Lazio received,Torino scored,Torino received,Udinese scored,Udinese received,Bologna scored,Bologna received,Chievo scored,Chievo received,Atalanta scored,Atalanta received,Catania scored,Catania received,Roma scored,Roma received,Inter scored,Inter received,Sampdoria scored,Sampdoria received,Napoli scored,Napoli received,Juventus scored,Juventus received,Fiorentina scored,Fiorentina received,Reggina scored,Reggina received,Siena scored,Siena received,Palermo scored,Palermo received,Cagliari scored,Cagliari received,Lecce scored,Lecce received,Milan scored,Milan received,Genoa scored,Genoa received
0,4.0,1.0,3.0,0.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,1.0,4.0,0.0,3.0,1.0,2.0,0.0,1.0
1,3.0,0.5,2.0,0.5,1.5,1.0,1.0,1.0,1.0,1.5,1.0,0.0,1.0,1.0,1.0,2.0,1.5,1.0,0.5,1.5,1.5,1.0,1.0,0.5,1.0,1.5,1.0,1.5,1.0,0.5,2.0,2.0,0.5,3.0,1.0,1.5,0.5,2.0,1.0,0.5
2,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.0,1.0,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,2.0,1.0,0.6666666666666666,2.0,1.6666666666666667,0.3333333333333333,2.3333333333333335,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,1.0
3,2.0,1.3333333333333333,1.0,1.6666666666666667,1.0,0.3333333333333333,0.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,1.0,1.6666666666666667,2.0,2.0,0.6666666666666666,0.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.0,1.0,0.3333333333333333,2.0,1.3333333333333333,0.0,1.3333333333333333,1.0,0.6666666666666666,2.0,1.3333333333333333,2.0,1.0
4,2.3333333333333335,1.6666666666666667,1.0,2.3333333333333335,1.6666666666666667,0.3333333333333333,0.0,1.6666666666666667,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,2.0,1.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,2.0,0.6666666666666666,1.0,1.3333333333333333,1.0,0.0,1.3333333333333333,1.0,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.3333333333333333
5,2.3333333333333335,0.6666666666666666,0.6666666666666666,2.0,2.3333333333333335,0.3333333333333333,0.3333333333333333,2.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,1.0,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,0.0,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,2.0,1.3333333333333333
6,1.6666666666666667,1.6666666666666667,0.3333333333333333,2.0,2.0,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.6666666666666667,2.0,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.0,0.0,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333,0.0,1.3333333333333333,1.0
7,0.6666666666666666,1.6666666666666667,0.0,1.3333333333333333,2.3333333333333335,1.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,2.6666666666666665,2.0,0.3333333333333333,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,2.6666666666666665,0.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,2.0,1.0,0.0,1.0,1.6666666666666667,1.3333333333333333,0.0,1.3333333333333333,0.6666666666666666
8,1.0,1.6666666666666667,0.6666666666666666,1.0,2.3333333333333335,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,1.0,1.0,2.3333333333333335,1.3333333333333333,0.0,0.6666666666666666,1.6666666666666667,2.0,0.3333333333333333,1.3333333333333333,1.0,2.0,0.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,2.0,1.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,2.0,0.3333333333333333,1.0,0.3333333333333333
9,1.0,0.6666666666666666,0.6666666666666666,1.0,2.3333333333333335,1.0,0.6666666666666666,3.0,0.3333333333333333,2.3333333333333335,0.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,1.0,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,2.0,1.0,1.0,1.6666666666666667,1.3333333333333333,2.6666666666666665,1.0,0.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.0
