,Wolfsburg scored,Wolfsburg received,Ein Frankfurt scored,Ein Frankfurt received,Schalke 04 scored,Schalke 04 received,Dortmund scored,Dortmund received,Hertha scored,Hertha received,M'gladbach scored,M'gladbach received,Bochum scored,Bochum received,Mainz scored,Mainz received,Leverkusen scored,Leverkusen received,Hoffenheim scored,Hoffenheim received,Bayern Munich scored,Bayern Munich received,Hamburg scored,Hamburg received,Freiburg scored,Freiburg received,Werder Bremen scored,Werder Bremen received,Nurnberg scored,Nurnberg received,FC Koln scored,FC Koln received,Hannover scored,Hannover received,Stuttgart scored,Stuttgart received
0,2.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
1,2.5,0.5,2.0,1.5,2.5,0.5,1.0,2.0,1.0,1.0,2.5,2.0,1.5,3.0,1.5,1.5,1.5,1.0,0.5,1.0,1.0,1.0,2.5,1.0,1.5,2.5,1.5,2.0,1.0,1.5,0.5,2.0,0.5,1.0,2.0,2.0
2,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,1.0,1.6666666666666667,2.3333333333333335,1.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,2.6666666666666665,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,3.0,1.3333333333333333,1.0,3.3333333333333335,2.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,1.6666666666666667
3,1.6666666666666667,2.6666666666666665,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,2.0,1.0,2.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333,2.6666666666666665,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.6666666666666667,1.0,3.6666666666666665,1.3333333333333333,1.0,3.0,2.3333333333333335,1.0,0.3333333333333333,1.0,0.6666666666666666,2.0,1.0,0.6666666666666666,1.6666666666666667,1.0
4,1.3333333333333333,3.3333333333333335,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,2.3333333333333335,1.0,2.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.3333333333333333,3.3333333333333335,1.0,1.3333333333333333,0.0,3.0,1.0,3.3333333333333335,1.3333333333333333,0.3333333333333333,2.3333333333333335,2.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.3333333333333333
5,1.3333333333333333,2.3333333333333335,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,1.0,2.3333333333333335,1.0,3.0,1.3333333333333333,1.6666666666666667,1.0,2.6666666666666665,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,2.6666666666666665,0.6666666666666666,3.3333333333333335,0.6666666666666666,2.3333333333333335,1.0,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.6666666666666667
6,2.6666666666666665,2.0,1.0,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,2.3333333333333335,0.6666666666666666,3.6666666666666665,0.6666666666666666,2.6666666666666665,1.0,2.0,1.6666666666666667,2.0,1.3333333333333333,0.6666666666666666,4.0,1.0,2.3333333333333335,1.0,1.6666666666666667,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.0,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667
7,2.3333333333333335,1.3333333333333333,0.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,4.0,0.6666666666666666,2.6666666666666665,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.0,1.6666666666666667,0.0,3.3333333333333335,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.6666666666666666,3.0,1.6666666666666667,1.6666666666666667,0.0,0.3333333333333333,2.3333333333333335,0.6666666666666666,0.3333333333333333,2.6666666666666665,2.3333333333333335,1.0,1.3333333333333333
8,2.3333333333333335,1.3333333333333333,0.6666666666666666,2.0,1.6666666666666667,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,3.6666666666666665,0.3333333333333333,2.0,0.6666666666666666,1.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.0,2.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.3333333333333333,2.0,2.3333333333333335,2.3333333333333335,0.0,1.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,2.6666666666666665,2.6666666666666665,1.3333333333333333,1.3333333333333333
9,1.0,0.6666666666666666,1.0,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,0.3333333333333333,1.0,0.6666666666666666,2.3333333333333335,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.0,1.3333333333333333,1.0,3.3333333333333335,2.6666666666666665,0.3333333333333333,1.0,2.3333333333333335,0.3333333333333333,0.0,2.3333333333333335,1.3333333333333333,0.3333333333333333,1.6666666666666667
10,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.3333333333333335,2.0,1.6666666666666667,0.3333333333333333,0.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.6666666666666665,2.0,1.3333333333333333,1.0,1.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.6666666666666667,2.0,0.3333333333333333,2.0,2.6666666666666665,1.0,1.6666666666666667,1.6666666666666667,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,1.0
11,1.6666666666666667,1.3333333333333333,1.0,2.3333333333333335,2.0,2.0,1.3333333333333333,0.6666666666666666,0.0,1.0,1.0,0.6666666666666666,1.0,2.6666666666666665,2.3333333333333335,1.0,2.3333333333333335,1.0,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666,2.3333333333333335,2.6666666666666665,0.6666666666666666,1.6666666666666667,2.3333333333333335,1.3333333333333333,0.6666666666666666,2.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.0,0.3333333333333333
